repeated_states,sum_reward,attempt,victory,total steps,actions
11,-10.999999999999977,66,True,119,"[3, 6, 7, 5, 1, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4]"
13,-10.999999999999979,67,True,119,"[5, 7, 5, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 3, 6, 3, 3, 0, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3]"
34,-11.999999999999973,68,True,119,"[8, 2, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 1, 1, 1, 1, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 6, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3]"
43,-10.999999999999977,69,True,119,"[1, 1, 1, 1, 1, 1, 8, 8, 8, 8, 8, 3, 3, 3, 3, 3, 8, 8, 8, 8, 8, 3, 3, 3, 3, 3, 8, 8, 8, 8, 8, 3, 3, 3, 3, 3, 8, 8, 8, 8, 8, 3, 3, 3, 3, 3, 6, 6, 6, 6, 7, 3, 6, 6, 3, 8, 8, 8, 8, 8, 8, 3, 3, 3, 3, 0, 0, 1, 1, 1, 1, 1, 1, 0, 8, 8, 8, 8, 8, 0, 1, 1, 1, 0, 3, 3, 8, 8, 8, 8, 6, 6, 0, 3, 3, 3, 3, 3, 3, 8, 8, 8, 8, 8, 8, 1, 1, 3, 3, 3, 3, 1, 0, 8, 8, 8, 8, 6, 6, 3]"
0,0.0,70,False,0,[]
0,-11.999999999999973,71,True,119,"[7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8]"
66,-11.999999999999973,72,True,119,"[7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 3, 3, 3, 2, 8, 8, 8, 8, 8, 2, 2, 8, 3, 6, 0, 1, 1, 1, 0, 3, 3, 3, 3, 3, 0, 1, 1, 1, 1, 0, 4, 4, 4, 0, 3, 3, 3, 6, 6, 6, 8, 8, 8, 8, 8, 4, 6, 6, 4, 1, 1, 1, 6, 6, 1, 1, 6, 6, 1, 1, 1, 6, 6, 1, 1, 1, 6, 6, 1, 1, 6, 6, 1, 1, 1, 6, 6, 1, 1, 6, 6, 1, 1, 7, 7, 7, 7, 7, 1, 1, 1, 7, 7, 6, 6, 6, 1, 1, 1, 6, 6, 6, 1, 1]"
14,-11.999999999999973,73,True,119,"[8, 1, 1, 6, 2, 2, 7, 7, 7, 3, 4, 4, 3, 3, 3, 0, 3, 3, 3, 3, 7, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6]"
17,-11.999999999999973,74,True,119,"[1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 7, 7, 7, 7, 4, 4, 7, 5, 7, 7, 7, 7, 4, 4, 4, 4, 4, 4, 5, 5, 7, 7, 5, 5, 7, 4, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5]"
47,-11.999999999999973,75,True,119,"[0, 4, 4, 4, 6, 5, 3, 2, 7, 7, 7, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 8, 8, 8, 1, 1, 8, 8, 8, 1, 7, 7, 7, 7, 1, 8, 8, 8, 8, 7, 7, 7, 7, 2, 2, 2, 2, 2, 8, 7, 7, 3, 8, 8, 1, 1, 1, 1, 1, 5, 3, 8, 8, 8, 8, 6, 6, 6, 6, 6, 6, 2, 2, 4, 6, 4, 6, 8, 3, 3, 2, 8, 8, 5, 5, 2, 2, 6, 3, 3, 5, 5, 5, 5, 5, 5, 5, 3, 5, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3]"
1,-11.999999999999973,76,True,119,"[4, 6, 6, 4, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6]"
18,-11.999999999999973,77,True,119,"[3, 3, 1, 1, 0, 6, 6, 0, 6, 6, 6, 7, 7, 7, 6, 0, 0, 0, 0, 7, 7, 8, 8, 8, 8, 1, 8, 7, 0, 0, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1]"
32,-11.999999999999973,78,True,119,"[6, 4, 4, 4, 0, 6, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 3, 3, 3, 3, 3, 5, 5, 5, 3, 8, 6, 6, 0, 8, 8, 8, 8, 8, 2, 7, 7, 7, 7, 7, 2, 5, 5, 5, 2, 2, 4, 4, 4, 4, 4, 1, 1, 1, 1, 5, 4, 4, 4, 4, 5, 1, 2, 2, 6, 2, 6, 2, 2, 2, 7, 8, 1, 1, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1]"
39,-11.999999999999973,79,True,119,"[0, 8, 8, 8, 8, 8, 8, 8, 1, 5, 2, 2, 4, 4, 3, 3, 3, 3, 3, 7, 7, 4, 4, 4, 4, 4, 6, 7, 7, 7, 7, 7, 7, 6, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 7, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 4]"
5,-11.999999999999973,80,True,119,"[8, 1, 1, 4, 4, 4, 4, 0, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5]"
13,-10.999999999999977,81,True,119,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 8, 1, 1, 1, 1, 4, 4, 6, 6, 4, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6]"
53,-11.999999999999973,82,True,119,"[5, 5, 5, 3, 3, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 3, 7, 5, 5, 5, 7, 3, 2, 2, 2, 3, 5, 5, 5, 2, 2, 2, 5, 5, 5, 2, 2, 2, 5, 5, 5, 2, 2, 2, 5, 5, 5, 2, 2, 2, 5, 5, 5, 2, 2, 2, 5, 5, 5, 5, 2, 2, 2, 0, 5, 5, 5, 0, 2, 2, 2, 4, 4, 2, 2, 2, 2, 2, 4, 4, 4, 4, 5, 5, 5, 0, 0, 0, 0, 0, 2, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3]"
20,-11.999999999999973,83,True,119,"[5, 4, 4, 8, 2, 2, 2, 2, 2, 2, 7, 3, 3, 0, 7, 6, 7, 1, 4, 1, 4, 1, 2, 2, 2, 3, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]"
58,-11.999999999999973,84,True,119,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 6, 1, 1, 6, 6, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 6, 6, 1, 1, 6, 6, 1, 1, 6, 6, 1, 1, 3, 6, 6, 6, 3, 1, 1, 6, 6, 1, 1, 6, 6, 5, 5, 6, 6, 8, 5, 5, 8, 6, 6, 6, 5, 5, 6, 6, 6, 4, 6, 4, 6, 4, 4, 1, 1, 5, 4, 4, 4, 4, 4, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5]"
67,-11.999999999999973,85,True,119,"[1, 5, 2, 8, 2, 2, 5, 5, 6, 6, 5, 5, 6, 6, 5, 5, 4, 0, 7, 6, 6, 6, 7, 0, 4, 5, 5, 3, 8, 6, 8, 2, 7, 0, 3, 3, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 2, 2, 2, 4, 4, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 5, 2, 2, 2, 2, 5, 5, 5, 5, 8, 2, 2, 2, 2, 3, 3, 3, 3, 2, 8, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3]"
4,-11.999999999999973,86,True,119,"[1, 3, 3, 3, 3, 5, 2, 3, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5]"
31,-10.999999999999979,87,True,119,"[3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 8, 5, 5, 5, 5, 6, 6, 6, 2, 5, 5, 5, 5, 2, 2, 2, 5, 5, 5, 5, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 5, 2, 6, 6, 8, 8, 8, 5, 0, 1, 1, 1, 1, 1, 0, 5, 3, 8, 6, 6, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1]"
47,-10.999999999999979,88,True,119,"[2, 2, 2, 6, 6, 6, 6, 6, 8, 4, 0, 0, 0, 0, 5, 5, 5, 0, 0, 4, 7, 6, 6, 6, 3, 3, 3, 3, 3, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 7, 3, 8, 8, 7, 7, 6, 6, 6, 6, 5, 5, 5, 5, 8, 8, 6, 6, 6, 6, 6, 6, 6, 0, 5, 5, 5, 5, 5, 5, 5, 4, 7, 7, 0, 6, 6, 6, 6, 4, 4, 4, 6, 0, 8, 7, 7, 7, 1, 1, 1, 1, 8, 8, 7, 7, 8, 8, 6, 6, 6, 6, 6, 6, 6, 8, 8, 8, 8, 7, 7, 7, 7, 8, 8, 8, 8, 3, 3, 3, 3]"
35,-11.999999999999973,89,True,119,"[5, 4, 4, 4, 4, 3, 3, 3, 3, 6, 6, 8, 8, 8, 8, 8, 3, 3, 3, 3, 3, 3, 3, 3, 8, 8, 8, 8, 8, 8, 8, 3, 3, 3, 3, 3, 3, 3, 7, 8, 8, 8, 8, 8, 8, 8, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 8, 4, 7, 7, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 2, 2, 4, 4, 7, 7, 3, 4, 4, 8, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 8, 7, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 7]"
40,-11.999999999999973,90,True,119,"[7, 7, 7, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 0, 8, 8, 8, 8, 8, 2, 1, 0, 3, 3, 3, 3, 3, 5, 5, 3, 7, 1, 0, 2, 2, 8, 8, 8, 8, 8, 8, 5, 6, 7, 7, 7, 7, 7, 7, 7, 6, 6, 8, 8, 8, 8, 8, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 3, 3, 3, 3, 3, 8, 8, 8, 8, 8, 3, 3, 3, 3, 3, 3, 8, 8, 8, 8, 8]"
5,-11.999999999999973,91,True,119,"[3, 3, 3, 7, 7, 7, 8, 8, 8, 8, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7, 8, 7]"
6,-11.999999999999973,92,True,119,"[1, 1, 2, 2, 2, 2, 2, 2, 4, 3, 2, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4]"
44,-11.999999999999973,93,True,119,"[3, 3, 3, 3, 7, 7, 7, 8, 8, 8, 8, 8, 5, 5, 5, 7, 8, 3, 3, 3, 3, 3, 3, 3, 7, 7, 1, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 7, 1, 1, 1, 1, 1, 4, 6, 6, 6, 6, 6, 6, 6, 4, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 6, 6, 6]"
53,-10.999999999999979,94,True,119,"[6, 6, 6, 1, 1, 3, 6, 6, 5, 5, 6, 6, 0, 5, 5, 0, 8, 8, 8, 8, 8, 8, 6, 6, 0, 8, 8, 8, 5, 5, 3, 3, 3, 3, 3, 3, 3, 0, 8, 8, 8, 8, 8, 8, 8, 6, 6, 6, 5, 5, 5, 0, 1, 6, 6, 6, 3, 3, 1, 1, 1, 3, 3, 3, 3, 3, 6, 0, 5, 4, 4, 4, 4, 4, 4, 4, 8, 5, 0, 1, 6, 6, 6, 3, 3, 3, 3, 6, 6, 6, 6, 6, 7, 7, 1, 1, 1, 2, 2, 2, 3, 6, 1, 1, 1, 0, 6, 6, 6, 5, 5, 5, 8, 8, 8, 5, 6, 4, 0, 1]"
3,-11.999999999999973,95,True,119,"[3, 6, 3, 3, 2, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]"
69,-11.999999999999973,96,True,119,"[0, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 2, 2, 7, 1, 1, 1, 5, 8, 7, 2, 2, 2, 2, 2, 8, 5, 5, 5, 3, 2, 2, 2, 3, 6, 5, 5, 5, 6, 6, 6, 5, 5, 5, 6, 6, 6, 5, 5, 5, 6, 6, 6, 5, 5, 5, 4, 6, 6, 6, 6, 4, 6, 1, 1, 5, 4, 4, 2, 2, 2, 2, 2, 3, 3, 3, 2, 0, 5, 5, 5, 0, 7, 4, 2, 2, 2, 1, 1, 1, 8, 2, 2, 2, 2, 8, 8, 3, 3, 8, 8, 3, 3, 7, 8, 8, 7, 7, 7, 8, 8, 7, 7, 7, 8, 8, 7, 7]"
40,-11.999999999999973,97,True,119,"[4, 3, 3, 3, 3, 8, 8, 8, 8, 3, 3, 3, 3, 7, 8, 8, 8, 8, 7, 7, 7, 7, 6, 1, 1, 1, 1, 8, 8, 8, 8, 1, 1, 6, 6, 6, 6, 6, 6, 8, 5, 5, 5, 5, 5, 5, 4, 7, 7, 7, 8, 8, 8, 3, 3, 3, 6, 6, 6, 6, 6, 8, 8, 8, 7, 7, 7, 7, 3, 6, 0, 4, 4, 4, 4, 5, 5, 5, 5, 5, 0, 6, 6, 6, 6, 6, 6, 0, 3, 3, 2, 5, 5, 5, 5, 5, 5, 7, 7, 0, 1, 4, 4, 4, 6, 6, 6, 6, 6, 6, 2, 4, 5, 5, 5, 5, 5, 5, 7, 7]"
32,-11.999999999999973,98,True,119,"[5, 7, 7, 4, 2, 2, 2, 2, 4, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 0, 7, 7, 7, 7, 7, 6, 1, 1, 1, 8, 0, 6, 6, 6, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 6, 8, 8, 8, 8, 8, 8, 7, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 4, 0, 2, 1, 1, 1, 7, 6, 6, 6, 3, 3, 3, 3, 3, 3, 1, 1, 3, 1, 1, 1, 7, 3, 2, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5]"
48,-11.999999999999973,99,True,119,"[2, 2, 2, 5, 5, 5, 0, 6, 6, 6, 3, 3, 0, 4, 4, 4, 6, 7, 7, 7, 2, 8, 8, 8, 5, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 5, 2, 2, 2, 2, 2, 7, 7, 7, 5, 8, 8, 8, 0, 3, 3, 3, 6, 1, 4, 4, 4, 1, 1, 1, 1, 1, 4, 4, 4, 4, 0, 1, 1, 1, 1, 8, 6, 6, 6, 6, 6, 2, 0, 4, 8, 3, 3, 3, 3, 3, 1, 1, 1, 1, 3, 3, 3, 7, 5, 1, 8, 8, 8, 8, 4, 4, 4, 4, 0, 8, 5, 5, 2, 2, 2, 2, 2, 7, 7]"
15,-11.999999999999973,100,True,119,"[6, 0, 7, 7, 7, 7, 8, 3, 3, 3, 3, 3, 1, 1, 1, 4, 4, 7, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4]"
20,-11.999999999999975,101,True,119,"[5, 4, 4, 4, 4, 4, 4, 1, 2, 2, 3, 3, 3, 3, 3, 3, 2, 4, 4, 4, 4, 4, 4, 1, 1, 4, 2, 2, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 1, 1, 8, 3, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3]"
35,-11.999999999999975,102,True,119,"[3, 0, 3, 3, 3, 3, 3, 7, 8, 8, 8, 8, 8, 8, 1, 7, 7, 7, 7, 7, 7, 2, 2, 2, 2, 7, 7, 1, 1, 1, 1, 1, 4, 1, 1, 8, 8, 8, 8, 8, 5, 2, 2, 2, 2, 2, 5, 5, 5, 5, 5, 2, 2, 2, 2, 2, 5, 5, 5, 5, 5, 2, 2, 2, 2, 2, 7, 7, 2, 5, 5, 5, 5, 5, 8, 8, 2, 2, 2, 2, 2, 7, 7, 8, 8, 4, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 4, 4, 4, 4, 7, 7, 7, 7, 4, 4, 4, 4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 4, 5]"
0,0.0,103,False,0,[]
