repeated_states,sum_reward,attempt,victory,total steps,actions
25,-10.999999999999979,140,True,119,"[1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 8, 7, 2, 0, 4, 4, 4, 4, 2, 1, 1, 8, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6]"
76,-10.999999999999973,141,True,119,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 6, 6, 5, 5, 7, 6, 6, 3, 0, 7, 5, 5, 8, 8, 5, 8, 8, 7, 7, 7, 0, 3, 8, 8, 8, 6, 6, 3, 3, 3, 6, 6, 6, 8, 1, 1, 8, 8, 8, 8, 1, 1, 1, 3, 3, 3, 3, 2, 2, 4, 1, 1, 1, 4, 4, 4, 2, 2, 2, 2, 2, 4, 2, 2, 2, 4, 1, 1, 1, 1, 1, 1, 1, 4, 8, 2, 2, 2, 2, 2, 2, 2, 6, 8, 3, 3, 3, 1]"
41,-10.999999999999973,142,True,119,"[6, 8, 1, 1, 1, 0, 3, 3, 3, 8, 8, 8, 8, 8, 8, 8, 8, 2, 2, 2, 2, 2, 2, 2, 2, 6, 7, 4, 0, 8, 5, 5, 5, 5, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 1, 1, 8, 8, 8, 8, 8, 8, 8, 8, 1, 0, 3, 3, 3, 3, 3, 3, 3, 3, 0, 7, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 6, 3, 3, 3, 3, 6, 4, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 1, 1, 2, 2, 3, 8, 4]"
25,-11.999999999999973,143,True,119,"[1, 8, 5, 5, 5, 5, 5, 5, 4, 3, 1, 1, 1, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 0, 1, 1, 1, 1, 1, 0, 6, 6, 6, 6, 6, 6, 2, 7, 7, 7, 5, 5, 4, 1, 1, 7, 2, 2, 8, 8, 8, 7, 7, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4]"
44,-11.999999999999973,144,True,119,"[7, 7, 1, 1, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6, 8, 8, 8, 1, 7, 7, 7, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 6, 6, 6, 6, 6, 6, 6, 6, 8, 8, 8, 0, 6, 2, 7, 7, 7, 3, 3, 3, 0, 8, 8, 8, 4, 3, 3, 3, 4, 4, 4, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 8, 4, 3, 7, 7, 7, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 5, 7, 7, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 2, 2, 2, 2, 2, 2]"
26,-10.999999999999977,145,True,119,"[8, 3, 3, 1, 1, 3, 3, 3, 3, 2, 4, 4, 4, 4, 4, 4, 7, 7, 4, 4, 7, 7, 5, 4, 4, 4, 5, 7, 7, 6, 4, 4, 4, 6, 6, 6, 4, 8, 8, 8, 3, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3]"
58,-10.999999999999973,146,True,119,"[4, 7, 7, 6, 6, 6, 2, 5, 5, 8, 3, 3, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 3, 3, 1, 1, 8, 3, 3, 3, 5, 8, 8, 0, 5, 2, 2, 0, 2, 2, 2, 6, 4, 4, 4, 4, 7, 7, 7, 7, 5, 5, 5, 5, 5, 3, 3, 4, 4, 7, 7, 6, 2, 2, 4, 4, 4, 4, 2, 2, 2, 2, 6, 4, 4, 3, 3, 3, 3, 7, 6, 4, 4, 4, 4, 8, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 6, 1, 1, 1, 1, 1, 1, 1, 8, 0, 7, 7, 7, 7, 7, 4, 4, 4, 4]"
50,-10.999999999999977,147,True,119,"[4, 4, 4, 4, 4, 6, 5, 5, 3, 3, 7, 2, 2, 0, 6, 5, 5, 0, 5, 5, 5, 7, 7, 7, 7, 5, 8, 8, 8, 8, 4, 1, 3, 3, 3, 3, 6, 1, 2, 0, 8, 8, 8, 8, 8, 0, 0, 2, 2, 2, 2, 2, 2, 4, 4, 8, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 0, 7, 8, 8, 8, 8, 8, 8, 8, 8, 6, 7, 7, 7, 7, 7, 7, 7, 7, 6, 8, 8, 8, 8, 8, 8, 8, 8, 1, 1, 1, 8, 7, 7, 4, 4, 6, 6, 0, 7, 7, 7, 7, 7, 7, 7, 7, 5, 5, 5, 7, 1, 1, 4]"
9,-11.999999999999973,148,True,119,"[4, 4, 3, 3, 0, 1, 1, 8, 4, 4, 4, 4, 4, 6, 4, 6, 0, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4]"
44,-11.999999999999975,149,True,119,"[7, 8, 3, 3, 3, 3, 1, 1, 1, 1, 1, 5, 4, 8, 3, 3, 0, 7, 6, 6, 6, 6, 8, 8, 8, 2, 2, 2, 7, 7, 7, 6, 6, 8, 8, 4, 2, 0, 7, 7, 5, 5, 3, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 0, 3, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 5, 5, 5, 5, 5, 5, 4, 4, 4, 7, 7, 7, 8, 8, 8, 2, 2, 2, 2, 2, 3, 3, 3, 7, 5, 5, 5, 5, 5, 8, 8, 8, 2, 2, 2, 2, 2, 0, 6, 8, 5, 5, 5, 5, 5, 3, 3, 3, 4, 4, 4, 3]"
10,-11.999999999999973,150,True,119,"[1, 1, 1, 3, 3, 6, 6, 3, 7, 0, 5, 5, 4, 4, 4, 4, 5, 4, 2, 2, 2, 2, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1]"
61,-10.999999999999977,151,True,119,"[5, 8, 2, 0, 1, 1, 4, 0, 1, 1, 7, 0, 0, 8, 2, 2, 2, 2, 6, 3, 3, 3, 6, 3, 3, 8, 8, 8, 8, 8, 3, 3, 3, 3, 3, 8, 8, 8, 8, 8, 4, 0, 2, 6, 7, 7, 7, 7, 7, 1, 1, 6, 5, 2, 0, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 4, 8, 1, 7, 0, 3, 3, 3, 3, 2, 2, 2, 2, 3, 3, 3, 2, 0, 6, 7, 1, 8, 8, 8, 8, 8, 4, 5, 5, 5, 5, 4, 8, 1, 7, 7, 7, 1, 6, 6, 6, 6, 0, 8, 8, 8, 1, 1, 1, 1, 0, 7, 7]"
40,-11.999999999999973,152,True,119,"[7, 6, 6, 7, 7, 7, 6, 2, 0, 3, 1, 1, 1, 1, 8, 8, 5, 1, 3, 3, 4, 4, 0, 3, 3, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 4, 3, 3, 3, 8, 8, 8, 2, 2, 2, 2, 1, 1, 1, 1, 6, 6, 6, 6, 0, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 8, 8, 7, 7, 7, 8, 8, 6, 7, 7, 2, 2, 2, 2, 2, 8, 8, 8, 8, 8, 8, 8, 8, 5, 5, 5, 5, 7, 7, 7, 2]"
48,-11.999999999999973,153,True,119,"[2, 7, 7, 5, 5, 2, 2, 8, 8, 8, 3, 3, 3, 5, 5, 6, 6, 8, 8, 8, 5, 1, 6, 3, 3, 3, 0, 4, 4, 4, 0, 3, 3, 3, 4, 4, 4, 3, 3, 3, 3, 4, 4, 4, 3, 3, 3, 4, 4, 4, 3, 3, 3, 4, 4, 4, 3, 3, 3, 3, 4, 4, 4, 3, 3, 3, 4, 4, 4, 3, 3, 3, 4, 4, 4, 3, 3, 3, 3, 4, 4, 4, 3, 3, 3, 4, 4, 4, 3, 3, 3, 4, 4, 4, 3, 3, 3, 3, 4, 4, 4, 3, 3, 3, 4, 4, 4, 3, 3, 3, 4, 4, 4, 3, 3, 3, 4, 4, 4, 3]"
29,-11.999999999999973,154,True,119,"[3, 3, 3, 3, 3, 2, 7, 7, 4, 4, 4, 4, 4, 1, 5, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 7, 7, 7]"
51,-11.999999999999973,155,True,119,"[7, 2, 2, 3, 7, 8, 5, 5, 5, 5, 1, 4, 8, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 3, 3, 3, 3, 3, 2, 2, 2, 2, 3, 3, 7, 8, 8, 0, 4, 7, 7, 1, 1, 1, 6, 6, 6, 5, 5, 5, 4, 4, 4, 4, 4, 0, 5, 5, 6, 6, 7, 7, 7, 7, 7, 7, 1, 8, 8, 8, 8, 8, 8, 2, 5, 5, 3, 3, 3, 3, 1, 5, 7, 2, 2, 2, 2, 7, 7, 2, 8, 8, 6, 5, 5, 5, 5, 0, 4, 4, 4, 4, 4, 6, 8, 0, 2, 2, 2, 5, 5, 5, 2, 2, 2, 0, 1, 1, 1, 3]"
23,-11.999999999999973,156,True,119,"[3, 7, 8, 8, 6, 6, 0, 1, 1, 5, 7, 7, 4, 4, 2, 2, 3, 3, 7, 6, 6, 6, 6, 0, 0, 0, 0, 2, 2, 0, 0, 0, 6, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4]"
46,-11.999999999999973,157,True,119,"[1, 4, 4, 4, 4, 5, 5, 8, 8, 4, 5, 6, 0, 2, 2, 2, 2, 2, 2, 2, 0, 0, 7, 6, 1, 1, 1, 1, 1, 1, 1, 4, 5, 3, 3, 3, 6, 6, 5, 5, 7, 8, 8, 8, 6, 6, 6, 6, 6, 6, 6, 8, 4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 1, 1, 6, 6, 1, 1, 6, 6, 0, 2, 1, 1, 2, 2, 4, 4, 4, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]"
45,-11.999999999999975,158,True,119,"[2, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 0, 2, 2, 2, 2, 6, 0, 1, 1, 1, 1, 5, 5, 7, 6, 6, 6, 6, 7, 5, 5, 5, 5, 8, 8, 8, 8, 4, 5, 5, 6, 6, 6, 6, 6, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 8, 8, 8, 8, 1, 1, 1, 4, 4, 8, 3, 3, 3, 5, 2, 2, 2, 2, 2, 6, 1, 1, 1, 1, 1, 5, 8, 8, 8, 6, 6, 7, 7, 7, 4, 4, 4, 3, 3, 3, 8, 8, 8, 2, 5, 5, 5, 1, 3, 2, 2, 2, 7, 7, 7, 7, 0, 2]"
49,-11.999999999999973,159,True,119,"[3, 5, 5, 5, 5, 5, 5, 5, 2, 2, 2, 2, 2, 2, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5, 2, 2, 2, 2, 2, 2, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5, 8, 8, 8, 5, 2, 2, 2, 5, 5, 6, 0, 4, 7, 7, 7, 1, 4, 4, 4, 1, 7, 7, 7, 7, 7, 7, 3, 4, 4, 4, 3, 3, 3, 3, 4, 4, 4, 3, 3, 3, 3, 3, 4, 4, 4, 3, 3, 3, 3, 4, 4, 4, 3, 3, 3, 3, 4, 4, 4, 3, 3, 3, 3, 3, 4, 4, 4, 3, 3, 3, 3, 4, 4, 4, 3, 3, 3, 3, 4, 4]"
24,-11.999999999999973,160,True,119,"[4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 7, 4, 4, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 7, 7, 6, 6, 0, 4, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 7, 3, 4, 4, 4, 4, 4, 4, 2, 8, 3, 3, 3, 3, 3, 3, 8, 8, 8, 8, 8, 8, 3, 3, 3, 3, 3, 3, 8, 8, 8, 8, 8, 8, 3, 3, 3, 3, 3, 3, 8, 8, 8, 8, 8, 8, 3, 3, 3, 3, 3, 3, 8, 8, 8, 8, 8, 8, 3, 3, 3, 3, 3, 3, 8, 8, 8, 8, 8, 8, 3, 3, 3, 3, 3, 3, 8]"
61,-11.999999999999975,161,True,119,"[8, 2, 3, 4, 7, 0, 6, 6, 1, 1, 1, 1, 1, 1, 6, 6, 6, 1, 1, 1, 0, 6, 6, 6, 7, 5, 5, 5, 7, 7, 3, 4, 4, 6, 6, 6, 3, 2, 4, 8, 0, 5, 5, 5, 5, 5, 5, 8, 8, 2, 2, 2, 5, 5, 5, 5, 2, 2, 2, 5, 5, 5, 2, 2, 2, 5, 5, 5, 5, 2, 2, 2, 5, 5, 5, 5, 2, 2, 2, 1, 1, 1, 5, 2, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 2, 2, 1]"
56,-11.999999999999973,162,True,119,"[1, 1, 5, 5, 5, 5, 2, 2, 5, 5, 6, 6, 5, 5, 6, 6, 5, 5, 3, 6, 6, 7, 7, 3, 5, 6, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 8, 8, 8, 8, 8, 8, 1, 1, 1, 1, 1, 1, 8, 8, 0, 5, 2, 2, 2, 2, 2, 2, 4, 5, 5, 5, 5, 5, 5, 4, 4, 6, 3, 3, 3, 5, 5, 0, 2, 2, 2, 2, 2, 2, 2, 7, 7, 7, 7, 7, 3, 6, 1, 8, 8, 8, 8, 8, 8, 2, 4, 0, 5, 5, 5, 5, 5, 5, 1, 0, 6, 6, 6, 6, 6, 6, 3, 3, 3, 3, 3, 3, 5, 4]"
55,-11.999999999999973,163,True,119,"[4, 0, 2, 2, 5, 5, 5, 5, 0, 8, 3, 2, 2, 2, 2, 4, 1, 1, 1, 1, 7, 6, 6, 6, 6, 6, 7, 7, 6, 4, 4, 1, 1, 1, 1, 4, 6, 6, 6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 7, 7, 1, 3, 8, 8, 0, 3, 3, 5, 0, 8, 8, 8, 5, 5, 5, 5, 2, 2, 2, 2, 2, 5, 5, 5, 5, 2, 2, 2, 2, 2, 5, 5, 5, 5, 2, 2, 2, 2, 2, 5, 5, 5, 5, 2]"
54,-11.999999999999973,164,True,119,"[2, 2, 2, 2, 5, 5, 3, 3, 2, 2, 5, 5, 5, 3, 1, 2, 2, 2, 7, 1, 1, 1, 7, 2, 2, 2, 2, 1, 1, 1, 2, 2, 2, 6, 1, 1, 1, 6, 6, 6, 1, 1, 1, 6, 6, 6, 1, 1, 1, 8, 6, 6, 6, 0, 8, 8, 8, 0, 6, 2, 1, 3, 3, 3, 5, 5, 5, 5, 4, 2, 2, 2, 4, 4, 4, 5, 3, 3, 3, 5, 5, 5, 5, 2, 2, 2, 5, 5, 5, 2, 2, 2, 5, 5, 5, 2, 2, 2, 2, 5, 5, 5, 2, 2, 2, 5, 5, 5, 2, 2, 2, 5, 5, 5, 2, 2, 2, 2, 5, 5]"
47,-11.999999999999973,165,True,119,"[5, 5, 5, 5, 5, 5, 4, 2, 2, 2, 2, 2, 2, 6, 4, 1, 1, 1, 1, 1, 0, 0, 6, 6, 6, 6, 6, 8, 0, 1, 1, 1, 1, 1, 1, 8, 6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 3, 3, 3, 6, 6, 1, 1, 2, 2, 2, 5, 5, 5, 6, 6, 6, 1, 1, 1, 3, 6, 6, 6, 6, 3, 7, 1, 1, 1, 8, 8, 7, 7, 8, 8, 0, 6, 6, 6, 6, 6, 7, 5, 5, 5, 5, 5, 1, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 3, 3, 2, 2, 2]"
41,-11.999999999999975,166,True,119,"[4, 2, 2, 4, 6, 1, 1, 0, 3, 3, 3, 3, 3, 8, 8, 8, 8, 8, 7, 7, 7, 7, 7, 5, 6, 6, 6, 6, 8, 8, 8, 0, 2, 6, 1, 5, 7, 7, 7, 7, 7, 7, 3, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4]"
10,-11.999999999999973,167,True,119,"[4, 4, 3, 2, 3, 7, 4, 4, 4, 5, 7, 7, 7, 5, 5, 1, 7, 4, 4, 6, 6, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6]"
54,-10.999999999999977,168,True,119,"[6, 3, 2, 4, 4, 4, 4, 0, 1, 1, 1, 1, 0, 7, 7, 8, 8, 8, 8, 7, 7, 7, 7, 0, 5, 3, 2, 2, 2, 8, 8, 8, 8, 8, 1, 6, 2, 4, 3, 3, 3, 3, 3, 3, 5, 4, 4, 4, 4, 4, 4, 0, 3, 3, 3, 3, 3, 3, 7, 2, 2, 0, 6, 4, 4, 7, 7, 7, 3, 5, 1, 1, 4, 4, 4, 4, 4, 4, 4, 6, 8, 0, 1, 5, 2, 3, 3, 3, 3, 3, 3, 3, 7, 7, 2, 2, 7, 3, 5, 5, 2, 2, 5, 5, 2, 2, 0, 5, 5, 8, 8, 8, 8, 8, 8, 8, 8, 3, 3, 3]"
70,-11.999999999999973,169,True,119,"[3, 3, 7, 7, 8, 8, 8, 7, 7, 7, 0, 6, 8, 8, 8, 5, 5, 4, 2, 2, 6, 4, 5, 5, 0, 7, 3, 1, 6, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 1, 1, 6, 6, 6, 1]"
1,-11.999999999999973,170,True,119,"[3, 7, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6]"
54,-10.999999999999979,171,True,119,"[1, 1, 8, 8, 8, 8, 8, 8, 8, 1, 8, 2, 2, 2, 2, 2, 2, 2, 0, 6, 8, 1, 1, 1, 1, 1, 1, 1, 8, 6, 6, 6, 6, 6, 6, 6, 3, 3, 1, 6, 6, 8, 1, 1, 5, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 4, 4, 7, 7, 4, 4, 7]"
64,-11.999999999999973,172,True,119,"[0, 5, 7, 8, 8, 7, 7, 8, 8, 3, 3, 2, 2, 2, 2, 2, 2, 2, 8, 8, 2, 2, 3, 8, 8, 7, 7, 5, 5, 4, 7, 7, 3, 6, 4, 4, 6, 6, 4, 4, 1, 5, 6, 3, 3, 5, 5, 3, 3, 5, 5, 5, 5, 5, 5, 5, 1, 3, 7, 6, 6, 6, 6, 6, 6, 6, 8, 8, 6, 6, 8, 8, 0, 2, 7, 7, 7, 7, 7, 0, 4, 4, 7, 7, 4, 4, 7, 7, 7, 4, 4, 7, 7, 7, 4, 4, 7, 7, 4, 4, 7, 7, 7, 4, 4, 7, 7, 7, 4, 4, 7, 7, 7, 4, 4, 7, 7, 4, 4, 7]"
50,-11.999999999999975,173,True,119,"[7, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 3, 4, 4, 4, 7, 7, 7, 8, 8, 8, 7, 7, 7, 8, 8, 8, 5, 7, 7, 7, 7, 5, 8, 8, 8, 8, 7, 7, 7, 8, 8, 8, 7, 7, 7, 8, 8, 8, 7, 7, 7, 8, 8, 8, 7, 7, 7, 8, 8, 8, 7, 7, 7, 8, 8, 8, 8, 7, 7, 7, 8, 8, 8, 7, 7, 7, 8, 8, 8, 7, 7, 7, 8, 8, 8, 7, 7, 7, 8, 8, 8, 0, 7, 7, 7, 0, 2, 2, 2, 2, 8, 6, 0, 7, 7, 7, 7, 7, 7, 3, 0, 0, 6, 1, 1]"
48,-11.999999999999975,174,True,119,"[1, 8, 2, 6, 0, 4, 3, 3, 3, 3, 7, 7, 4, 4, 4, 4, 7, 7, 7, 7, 4, 4, 4, 4, 7, 7, 7, 7, 0, 4, 4, 4, 4, 6, 2, 0, 8, 7, 7, 7, 7, 1, 5, 8, 8, 8, 8, 5, 1, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 7, 7, 7, 7, 7, 8, 8, 8, 8, 7, 7, 7, 7, 7, 8, 8, 8, 8, 7, 7, 7, 7, 7, 8, 8, 8, 8, 7, 7, 7, 7, 8, 8, 8, 8, 7, 7, 7, 7, 7, 8, 8, 8, 8, 7, 7, 7, 7, 7, 8, 8, 8, 8, 7, 7, 7, 7, 7, 8, 8, 8]"
0,0.0,175,False,0,[]
49,-11.999999999999973,176,True,119,"[4, 4, 4, 8, 8, 8, 8, 2, 2, 2, 7, 7, 5, 2, 7, 7, 3, 8, 8, 8, 3, 3, 3, 8, 8, 8, 6, 3, 3, 3, 6, 8, 8, 8, 8, 3, 3, 3, 8, 8, 8, 3, 3, 3, 8, 8, 8, 3, 3, 3, 8, 8, 8, 3, 3, 3, 8, 8, 8, 8, 3, 3, 3, 8, 8, 8, 3, 3, 3, 8, 8, 8, 3, 3, 3, 8, 8, 8, 1, 1, 1, 1, 3, 3, 3, 8, 8, 8, 0, 1, 1, 3, 3, 3, 3, 8, 8, 8, 8, 7, 7, 7, 7, 7, 8, 8, 8, 8, 7, 7, 7, 7, 8, 8, 8, 8, 7, 7, 7, 7]"
